./dataset_train/alphabet\0\0.png,0
./dataset_train/alphabet\0\1.png,0
./dataset_train/alphabet\0\10.png,0
./dataset_train/alphabet\0\100.png,0
./dataset_train/alphabet\0\101.png,0
./dataset_train/alphabet\0\102.png,0
./dataset_train/alphabet\0\103.png,0
./dataset_train/alphabet\0\104.png,0
./dataset_train/alphabet\0\105.png,0
./dataset_train/alphabet\0\106.png,0
./dataset_train/alphabet\0\107.png,0
./dataset_train/alphabet\0\108.png,0
./dataset_train/alphabet\0\109.png,0
./dataset_train/alphabet\0\11.png,0
./dataset_train/alphabet\0\110.png,0
./dataset_train/alphabet\0\111.png,0
./dataset_train/alphabet\0\112.png,0
./dataset_train/alphabet\0\113.png,0
./dataset_train/alphabet\0\114.png,0
./dataset_train/alphabet\0\115.png,0
./dataset_train/alphabet\0\116.png,0
./dataset_train/alphabet\0\117.png,0
./dataset_train/alphabet\0\118.png,0
./dataset_train/alphabet\0\119.png,0
./dataset_train/alphabet\0\12.png,0
./dataset_train/alphabet\0\120.png,0
./dataset_train/alphabet\0\121.png,0
./dataset_train/alphabet\0\122.png,0
./dataset_train/alphabet\0\123.png,0
./dataset_train/alphabet\0\124.png,0
./dataset_train/alphabet\0\125.png,0
./dataset_train/alphabet\0\126.png,0
./dataset_train/alphabet\0\127.png,0
./dataset_train/alphabet\0\128.png,0
./dataset_train/alphabet\0\129.png,0
./dataset_train/alphabet\0\13.png,0
./dataset_train/alphabet\0\130.png,0
./dataset_train/alphabet\0\131.png,0
./dataset_train/alphabet\0\132.png,0
./dataset_train/alphabet\0\133.png,0
./dataset_train/alphabet\0\134.png,0
./dataset_train/alphabet\0\135.png,0
./dataset_train/alphabet\0\136.png,0
./dataset_train/alphabet\0\137.png,0
./dataset_train/alphabet\0\138.png,0
./dataset_train/alphabet\0\139.png,0
./dataset_train/alphabet\0\14.png,0
./dataset_train/alphabet\0\140.png,0
./dataset_train/alphabet\0\141.png,0
./dataset_train/alphabet\0\142.png,0
./dataset_train/alphabet\0\143.png,0
./dataset_train/alphabet\0\144.png,0
./dataset_train/alphabet\0\145.png,0
./dataset_train/alphabet\0\146.png,0
./dataset_train/alphabet\0\147.png,0
./dataset_train/alphabet\0\148.png,0
./dataset_train/alphabet\0\149.png,0
./dataset_train/alphabet\0\15.png,0
./dataset_train/alphabet\0\150.png,0
./dataset_train/alphabet\0\151.png,0
./dataset_train/alphabet\0\152.png,0
./dataset_train/alphabet\0\153.png,0
./dataset_train/alphabet\0\154.png,0
./dataset_train/alphabet\0\155.png,0
./dataset_train/alphabet\0\156.png,0
./dataset_train/alphabet\0\157.png,0
./dataset_train/alphabet\0\158.png,0
./dataset_train/alphabet\0\159.png,0
./dataset_train/alphabet\0\16.png,0
./dataset_train/alphabet\0\160.png,0
./dataset_train/alphabet\0\161.png,0
./dataset_train/alphabet\0\162.png,0
./dataset_train/alphabet\0\163.png,0
./dataset_train/alphabet\0\164.png,0
./dataset_train/alphabet\0\165.png,0
./dataset_train/alphabet\0\166.png,0
./dataset_train/alphabet\0\167.png,0
./dataset_train/alphabet\0\168.png,0
./dataset_train/alphabet\0\169.png,0
./dataset_train/alphabet\0\17.png,0
./dataset_train/alphabet\0\170.png,0
./dataset_train/alphabet\0\171.png,0
./dataset_train/alphabet\0\172.png,0
./dataset_train/alphabet\0\173.png,0
./dataset_train/alphabet\0\174.png,0
./dataset_train/alphabet\0\175.png,0
./dataset_train/alphabet\0\176.png,0
./dataset_train/alphabet\0\177.png,0
./dataset_train/alphabet\0\178.png,0
./dataset_train/alphabet\0\179.png,0
./dataset_train/alphabet\0\18.png,0
./dataset_train/alphabet\0\180.png,0
./dataset_train/alphabet\0\181.png,0
./dataset_train/alphabet\0\182.png,0
./dataset_train/alphabet\0\183.png,0
./dataset_train/alphabet\0\184.png,0
./dataset_train/alphabet\0\185.png,0
./dataset_train/alphabet\0\186.png,0
./dataset_train/alphabet\0\187.png,0
./dataset_train/alphabet\0\188.png,0
./dataset_train/alphabet\0\189.png,0
./dataset_train/alphabet\0\19.png,0
./dataset_train/alphabet\0\190.png,0
./dataset_train/alphabet\0\191.png,0
./dataset_train/alphabet\0\192.png,0
./dataset_train/alphabet\0\193.png,0
./dataset_train/alphabet\0\194.png,0
./dataset_train/alphabet\0\195.png,0
./dataset_train/alphabet\0\196.png,0
./dataset_train/alphabet\0\197.png,0
./dataset_train/alphabet\0\198.png,0
./dataset_train/alphabet\0\199.png,0
./dataset_train/alphabet\0\2.png,0
./dataset_train/alphabet\0\20.png,0
./dataset_train/alphabet\0\200.png,0
./dataset_train/alphabet\0\201.png,0
./dataset_train/alphabet\0\202.png,0
./dataset_train/alphabet\0\203.png,0
./dataset_train/alphabet\0\204.png,0
./dataset_train/alphabet\0\205.png,0
./dataset_train/alphabet\0\206.png,0
./dataset_train/alphabet\0\207.png,0
./dataset_train/alphabet\0\208.png,0
./dataset_train/alphabet\0\209.png,0
./dataset_train/alphabet\0\21.png,0
./dataset_train/alphabet\0\210.png,0
./dataset_train/alphabet\0\211.png,0
./dataset_train/alphabet\0\212.png,0
./dataset_train/alphabet\0\213.png,0
./dataset_train/alphabet\0\214.png,0
./dataset_train/alphabet\0\215.png,0
./dataset_train/alphabet\0\216.png,0
./dataset_train/alphabet\0\217.png,0
./dataset_train/alphabet\0\218.png,0
./dataset_train/alphabet\0\219.png,0
./dataset_train/alphabet\0\22.png,0
./dataset_train/alphabet\0\220.png,0
./dataset_train/alphabet\0\221.png,0
./dataset_train/alphabet\0\222.png,0
./dataset_train/alphabet\0\223.png,0
./dataset_train/alphabet\0\224.png,0
./dataset_train/alphabet\0\225.png,0
./dataset_train/alphabet\0\226.png,0
./dataset_train/alphabet\0\227.png,0
./dataset_train/alphabet\0\228.png,0
./dataset_train/alphabet\0\229.png,0
./dataset_train/alphabet\0\23.png,0
./dataset_train/alphabet\0\230.png,0
./dataset_train/alphabet\0\231.png,0
./dataset_train/alphabet\0\232.png,0
./dataset_train/alphabet\0\233.png,0
./dataset_train/alphabet\0\234.png,0
./dataset_train/alphabet\0\235.png,0
./dataset_train/alphabet\0\236.png,0
./dataset_train/alphabet\0\237.png,0
./dataset_train/alphabet\0\238.png,0
./dataset_train/alphabet\0\239.png,0
./dataset_train/alphabet\0\24.png,0
./dataset_train/alphabet\0\240.png,0
./dataset_train/alphabet\0\241.png,0
./dataset_train/alphabet\0\242.png,0
./dataset_train/alphabet\0\243.png,0
./dataset_train/alphabet\0\244.png,0
./dataset_train/alphabet\0\245.png,0
./dataset_train/alphabet\0\246.png,0
